CompanyNumber_norm,period_t,period_t_plus_1,split_company,split_time
08211545,2024-10-31,2025-10-31,train,time_train
08211822,2023-12-31,2024-12-31,train,time_train
08211822,2024-12-31,2025-12-31,train,time_train
08212249,2024-04-06,2025-04-06,test,time_train
08212573,2024-09-30,2025-09-30,train,time_test
08212907,2024-03-31,2025-03-31,test,time_train
08212918,2023-12-31,2024-12-31,train,time_train
08213239,2024-09-30,2025-09-30,train,time_test
08213320,2024-09-30,2025-09-30,train,time_test
08213602,2024-09-30,2025-09-30,train,time_test
08213717,2024-09-30,2025-09-30,train,time_test
08213720,2023-09-30,2024-09-29,train,time_train
08213720,2024-09-29,2025-09-29,train,time_train
08213814,2024-09-30,2025-09-30,train,time_train
08214291,2024-12-31,2025-12-31,train,time_test
08214677,2023-09-30,2024-09-30,train,time_train
08214677,2024-09-30,2025-09-30,train,time_train
08215380,2024-09-30,2025-09-30,train,time_test
08215519,2024-03-31,2025-03-31,train,time_train
08215553,2024-09-30,2025-09-30,train,time_train
08215998,2024-09-30,2025-09-30,train,time_test
08216274,2024-03-31,2025-03-31,train,time_train
08216398,2023-11-30,2025-03-31,train,time_train
08216424,2024-03-31,2025-03-31,train,time_train
08216512,2024-09-30,2025-09-30,train,time_test
08216869,2023-09-30,2024-09-30,train,time_train
08217121,2024-09-30,2025-09-30,train,time_test
08217139,2024-09-30,2025-09-30,test,time_test
08217177,2023-09-30,2024-09-30,test,time_train
08217177,2024-09-30,2025-09-30,test,time_train
08217229,2024-09-30,2025-09-30,train,time_test
08217477,2023-12-31,2024-12-31,test,time_train
08217617,2024-06-30,2025-06-30,train,time_train
08217674,2024-09-30,2025-09-30,train,time_test
08217759,2024-09-30,2025-09-30,train,time_train
08217782,2024-01-31,2025-01-31,train,time_train
08217876,2024-03-31,2025-03-31,train,time_train
08217999,2024-09-30,2025-09-30,train,time_test
08218035,2024-09-30,2025-09-30,train,time_test
08218660,2023-09-30,2024-09-30,train,time_train
08219106,2024-09-30,2025-09-30,train,time_train
08219454,2023-09-30,2024-09-30,train,time_train
08219563,2023-09-30,2024-09-30,train,time_train
08219563,2024-09-30,2025-09-30,train,time_train
08219914,2024-09-30,2025-09-30,test,time_test
08220214,2023-12-31,2024-12-31,train,time_train
08220526,2024-09-30,2025-09-30,train,time_test
08220810,2024-09-30,2025-09-30,train,time_test
08220818,2024-09-30,2025-09-30,train,time_test
08221109,2024-09-30,2025-09-30,train,time_test
08221322,2024-09-30,2025-09-30,train,time_train
08221505,2024-09-30,2025-09-30,train,time_test
08221537,2024-09-30,2025-09-30,train,time_test
08222016,2024-03-31,2025-03-31,train,time_train
08222017,2024-09-30,2025-09-30,test,time_train
08222228,2024-09-30,2025-09-30,train,time_train
08222331,2024-09-30,2025-09-30,train,time_train
08222544,2024-09-30,2025-09-30,train,time_train
08223339,2024-09-30,2025-09-30,train,time_train
08223611,2023-09-30,2024-09-30,train,time_test
08223990,2024-09-30,2025-09-30,train,time_test
08224021,2024-09-30,2025-09-30,train,time_test
08224599,2024-09-30,2025-09-30,train,time_test
08224745,2023-12-31,2024-12-31,train,time_train
08224801,2024-03-31,2025-03-31,train,time_train
08224982,2024-09-30,2025-09-30,train,time_train
08225143,2023-09-30,2024-09-30,train,time_train
08225722,2024-03-31,2025-03-31,train,time_train
08225970,2024-10-31,2025-10-31,train,time_test
08226212,2024-09-30,2025-09-30,train,time_test
08226490,2024-03-31,2025-03-31,train,time_train
08226553,2024-06-30,2025-06-30,test,time_train
08226763,2024-09-30,2025-09-30,train,time_test
08226857,2023-12-31,2024-12-31,test,time_train
08226912,2024-04-30,2025-04-30,train,time_train
08226927,2024-09-30,2025-09-30,train,time_test
08227128,2024-09-30,2025-09-30,train,time_train
08227156,2024-03-31,2025-03-31,train,time_train
08227317,2024-09-24,2025-09-24,train,time_test
08227403,2023-12-31,2024-12-31,train,time_train
08227403,2024-12-31,2025-12-31,train,time_train
08227516,2024-09-30,2025-09-30,train,time_test
08227664,2024-09-30,2025-09-30,test,time_test
08228359,2024-12-31,2025-12-31,train,time_train
08228462,2024-03-31,2025-03-31,train,time_train
08228462,2025-03-31,2026-03-31,train,time_train
08228610,2024-03-31,2025-03-31,train,time_train
08228893,2024-03-31,2025-03-31,train,time_train
08228918,2024-09-30,2025-09-30,train,time_train
08229278,2024-03-31,2025-03-31,train,time_train
08229304,2025-03-31,2026-03-31,train,time_test
08230149,2023-10-31,2024-10-31,train,time_train
08230180,2024-09-30,2025-09-30,train,time_test
08230239,2024-09-30,2025-09-30,train,time_train
08230304,2024-09-30,2025-09-30,train,time_test
08230410,2024-09-30,2025-09-30,train,time_test
08230886,2024-09-30,2025-09-30,train,time_train
08231066,2023-12-31,2024-12-31,train,time_train
08231066,2024-12-31,2025-09-30,train,time_train
08231394,2024-02-29,2025-02-28,test,time_train
08231398,2024-03-31,2025-03-31,train,time_train
08231641,2024-09-30,2025-09-30,test,time_test
08232269,2024-09-30,2025-09-30,train,time_train
08232334,2024-09-30,2025-09-30,test,time_test
08232380,2024-09-30,2025-09-30,train,time_train
08233760,2024-09-30,2025-09-30,train,time_test
08234449,2023-10-30,2024-10-30,train,time_train
08234520,2024-02-29,2025-02-28,train,time_train
08234673,2023-11-30,2024-11-30,train,time_train
08234673,2024-11-30,2025-11-30,train,time_train
08234893,2024-02-29,2025-02-28,train,time_train
08235022,2023-10-31,2024-10-31,train,time_train
08235024,2023-12-31,2024-12-31,train,time_train
08235118,2024-03-31,2025-03-31,train,time_train
08235119,2024-09-30,2025-09-30,train,time_test
08235407,2024-03-24,2025-03-24,train,time_train
08235684,2024-03-31,2025-03-31,train,time_train
08235738,2024-09-30,2025-09-30,train,time_test
08235955,2024-03-31,2025-03-31,train,time_train
08236002,2023-12-31,2024-12-31,train,time_train
08236077,2024-10-31,2025-10-31,train,time_train
08236107,2023-10-31,2024-10-31,train,time_train
08236107,2024-10-31,2025-10-31,train,time_train
08236124,2023-10-31,2024-10-31,train,time_train
08236245,2023-10-31,2024-10-31,train,time_train
08236291,2023-10-31,2024-10-31,train,time_train
08236337,2023-10-31,2024-10-31,train,time_train
08237078,2024-04-30,2025-04-30,train,time_train
08237406,2024-10-31,2025-10-31,train,time_train
08238026,2024-09-30,2025-09-30,train,time_test
08238177,2023-12-31,2024-12-31,train,time_train
08238177,2024-12-31,2025-12-31,train,time_train
08238611,2024-03-31,2025-03-31,train,time_train
08238830,2024-10-31,2025-10-31,train,time_train
08239089,2024-06-30,2025-05-31,train,time_train
08239175,2024-02-29,2025-02-28,train,time_train
08239192,2024-03-31,2025-03-31,train,time_train
08239310,2024-09-30,2025-09-30,train,time_test
08239648,2024-03-31,2025-03-31,train,time_train
08239814,2024-03-31,2025-03-31,test,time_train
08240118,2024-02-29,2025-02-28,train,time_train
08240118,2025-02-28,2026-02-28,train,time_train
08240405,2024-03-31,2025-03-31,train,time_train
08241240,2023-10-31,2024-10-31,train,time_train
08241264,2023-10-31,2024-10-31,test,time_train
08241620,2024-03-31,2024-12-31,train,time_train
08241763,2024-11-30,2025-11-30,train,time_test
08241895,2024-06-30,2025-06-30,train,time_train
08242482,2024-03-31,2025-03-31,test,time_train
08242575,2023-10-31,2024-10-31,train,time_train
08242692,2023-10-31,2024-10-31,train,time_train
08242692,2024-10-31,2025-10-31,train,time_train
08242733,2025-03-31,2026-03-31,test,time_test
08242939,2024-03-31,2025-03-31,train,time_train
08243060,2024-08-31,2025-08-31,train,time_test
08243999,2024-10-31,2025-10-31,train,time_train
08244027,2023-10-31,2024-10-31,train,time_train
08244169,2023-10-31,2024-10-31,train,time_train
08244281,2024-10-31,2025-10-31,test,time_train
08244334,2024-03-31,2025-03-31,train,time_train
08244377,2023-12-31,2024-12-31,train,time_train
08244450,2023-10-31,2024-10-31,train,time_train
08244450,2024-10-31,2025-10-31,train,time_train
08244509,2023-12-31,2024-12-31,test,time_train
08244547,2023-12-31,2024-12-31,train,time_train
08244649,2023-10-31,2024-10-31,train,time_train
08244766,2023-10-31,2024-10-31,test,time_train
08245880,2024-06-30,2025-06-30,train,time_train
08246048,2023-10-31,2024-10-31,train,time_train
08246338,2024-10-31,2025-10-31,train,time_test
08246724,2023-10-31,2024-10-31,train,time_train
08246860,2023-10-31,2024-10-31,train,time_train
08247078,2023-10-31,2024-10-31,train,time_train
08247112,2023-10-31,2024-10-31,train,time_train
08247308,2024-10-31,2025-10-31,train,time_train
08247396,2023-12-31,2024-12-31,test,time_train
08248257,2024-09-30,2025-09-30,test,time_train
08248575,2023-12-31,2024-12-31,train,time_train
08248705,2024-10-31,2025-10-31,train,time_train
08248856,2024-03-31,2025-03-31,train,time_train
08249167,2024-04-30,2025-04-30,train,time_train
08249178,2023-12-31,2024-12-31,train,time_train
08249626,2023-10-31,2024-10-31,train,time_train
08250574,2023-10-31,2024-10-31,train,time_train
08250708,2024-03-31,2025-03-31,train,time_train
08251077,2024-10-31,2025-10-31,train,time_train
08251478,2024-10-31,2025-10-31,train,time_train
08251608,2023-10-31,2024-10-31,train,time_train
08251623,2024-02-28,2025-02-28,train,time_train
08251732,2024-03-31,2025-03-31,train,time_train
08251869,2023-12-31,2024-12-31,train,time_train
08252444,2023-10-31,2024-10-31,train,time_train
08252566,2024-07-31,2025-07-31,train,time_train
08252808,2023-10-31,2024-10-31,test,time_train
08252870,2023-10-31,2024-10-31,test,time_train
08253481,2023-10-31,2024-10-31,train,time_train
08253654,2024-10-31,2025-10-31,train,time_train
08253819,2024-10-31,2025-10-31,train,time_train
08254041,2023-10-31,2024-10-31,test,time_train
08254197,2024-10-31,2025-07-31,train,time_train
08254331,2023-12-31,2024-12-31,train,time_train
08255026,2024-01-31,2025-01-31,test,time_train
08255067,2024-10-31,2025-10-31,train,time_train
08255389,2023-12-31,2024-12-31,train,time_train
08255389,2024-12-31,2025-12-31,train,time_train
08256033,2023-10-31,2024-10-31,train,time_train
08256060,2023-10-31,2024-10-31,train,time_train
08256199,2023-10-31,2024-10-31,train,time_train
08256297,2023-10-31,2024-10-31,train,time_train
08256353,2023-12-31,2024-12-31,train,time_train
08257568,2024-03-31,2025-03-31,train,time_train
08258009,2023-10-31,2024-10-31,train,time_train
08258120,2024-10-31,2025-10-31,train,time_test
08258126,2024-03-31,2025-03-31,train,time_train
08258504,2024-01-31,2025-01-31,train,time_train
08258627,2024-03-31,2025-03-31,test,time_train
08259075,2024-09-30,2025-09-30,train,time_train
08259406,2024-03-31,2025-03-31,train,time_train
08259776,2023-10-31,2024-10-31,test,time_train
08259806,2024-10-31,2025-10-31,train,time_train
08260545,2023-12-31,2024-12-31,train,time_train
08260711,2024-10-31,2025-10-31,train,time_train
08260828,2024-06-30,2025-06-30,train,time_train
08260830,2024-03-31,2025-03-31,train,time_train
08261113,2023-10-31,2024-10-31,train,time_train
08261142,2023-10-31,2024-10-31,train,time_train
08261384,2024-03-31,2025-03-31,train,time_train
08261434,2024-04-30,2025-04-30,train,time_train
08261773,2023-10-31,2024-10-31,train,time_train
08261871,2023-10-31,2024-10-31,train,time_train
08263119,2024-10-31,2025-10-31,train,time_train
08263192,2024-03-31,2025-03-31,train,time_train
08263333,2023-10-31,2024-10-31,test,time_train
08263437,2023-10-31,2024-10-31,test,time_train
08264193,2023-10-31,2024-10-31,train,time_train
08264223,2024-08-31,2025-08-31,train,time_test
08264368,2023-10-31,2024-10-31,train,time_train
08264508,2023-10-31,2024-10-31,train,time_train
08264508,2024-10-31,2025-10-31,train,time_train
08264627,2024-10-31,2025-10-31,train,time_train
08264694,2024-10-31,2025-10-31,train,time_test
08264764,2023-12-31,2024-12-31,train,time_train
08264954,2023-12-31,2024-12-31,train,time_train
08265483,2023-10-31,2024-10-31,train,time_train
08265485,2024-03-31,2024-12-31,train,time_train
08265801,2023-10-31,2024-10-31,train,time_train
08266069,2024-09-30,2025-09-30,test,time_train
08266157,2024-09-30,2025-09-30,train,time_train
08267094,2024-03-31,2025-03-31,train,time_train
08267124,2023-10-31,2024-10-31,train,time_train
08268118,2023-10-31,2024-10-31,test,time_train
08268546,2023-10-31,2024-10-31,test,time_train
08268626,2024-03-31,2025-03-31,train,time_train
08268734,2023-10-31,2024-10-31,train,time_train
08268910,2024-10-31,2025-10-31,train,time_train
08269053,2023-10-31,2024-10-31,test,time_train
08269100,2024-08-31,2025-08-31,test,time_test
08269147,2024-10-31,2025-10-31,test,time_train
08269225,2023-12-31,2024-12-31,train,time_train
08269225,2024-12-31,2025-12-31,train,time_train
08269246,2023-10-31,2024-10-30,train,time_train
08269419,2023-10-31,2024-10-31,train,time_train
08269453,2025-01-31,2026-01-31,test,time_train
08269775,2025-02-28,2026-02-28,train,time_test
08270156,2024-10-31,2025-10-31,train,time_test
08270322,2024-03-31,2025-03-31,train,time_train
08270514,2024-10-31,2025-10-31,test,time_train
08270852,2023-10-31,2024-10-31,train,time_train
08271474,2024-03-31,2025-03-31,train,time_train
08272157,2023-10-31,2024-10-31,test,time_train
08272598,2024-09-30,2025-09-30,test,time_test
08272938,2024-03-31,2025-03-31,train,time_train
08273343,2024-10-31,2025-10-31,train,time_train
08273418,2024-06-30,2025-06-30,train,time_train
08273887,2024-10-31,2025-10-31,train,time_train
08274367,2023-10-31,2024-10-31,train,time_train
08274367,2024-10-31,2025-10-31,train,time_train
08274482,2024-09-30,2025-09-30,test,time_test
08274956,2024-10-31,2025-10-31,train,time_train
08275066,2024-05-31,2025-03-31,train,time_train
08275107,2024-10-31,2025-10-31,train,time_test
08275199,2024-03-31,2025-03-31,train,time_train
08275466,2023-10-31,2024-10-31,test,time_train
08275791,2024-03-31,2025-03-31,train,time_train
08275852,2023-10-31,2024-10-31,train,time_train
08276342,2023-11-30,2024-11-30,train,time_train
08276885,2023-11-30,2024-11-30,train,time_train
08276900,2023-10-31,2024-10-31,train,time_train
08277071,2024-03-31,2025-03-31,train,time_train
08277283,2023-11-30,2024-11-30,train,time_train
08277324,2023-08-31,2024-08-31,train,time_train
08277380,2024-04-30,2025-04-30,train,time_train
08277828,2023-11-30,2024-11-30,train,time_train
08277828,2024-11-30,2025-11-30,train,time_train
08277941,2023-11-30,2024-11-30,train,time_train
08278101,2024-11-30,2025-11-30,train,time_test
08278673,2024-11-30,2025-11-30,test,time_train
08278784,2023-11-30,2024-11-30,train,time_train
08278838,2024-03-31,2025-03-31,train,time_train
08279116,2024-03-31,2025-03-31,train,time_train
08279156,2023-11-30,2024-11-30,test,time_train
08279156,2024-11-30,2025-11-30,test,time_train
08279191,2024-03-31,2025-03-31,train,time_train
08279191,2025-03-31,2026-03-31,train,time_train
08279487,2023-11-30,2024-11-30,test,time_train
08279595,2023-11-22,2024-11-22,test,time_train
08279758,2023-11-30,2024-11-30,train,time_train
08279758,2024-11-30,2025-11-30,train,time_train
08280049,2023-10-31,2024-10-31,train,time_train
08280099,2024-03-31,2025-03-31,train,time_train
08280500,2023-11-30,2024-11-30,test,time_train
08280601,2024-03-31,2025-03-31,test,time_train
08280619,2023-11-30,2024-11-30,train,time_train
08280713,2023-11-30,2024-11-30,train,time_train
08280759,2024-03-31,2025-03-31,train,time_train
08280759,2025-03-31,2026-03-31,train,time_train
08280809,2024-11-30,2025-11-30,train,time_train
08281005,2023-11-29,2024-11-29,train,time_train
08281080,2023-12-31,2024-12-31,train,time_train
08281092,2024-03-31,2025-03-31,test,time_train
08281163,2023-11-30,2024-11-30,test,time_train
08281363,2024-03-31,2025-03-31,train,time_train
08281410,2024-04-30,2025-04-30,test,time_train
08281446,2023-11-30,2024-11-30,train,time_train
08281773,2023-11-30,2024-11-30,train,time_train
08281860,2024-03-31,2025-03-31,test,time_train
08282799,2024-12-31,2025-12-31,test,time_train
08283035,2023-11-30,2024-11-30,train,time_train
08283295,2024-10-31,2025-10-31,train,time_train
08283350,2024-03-31,2025-03-31,train,time_train
08283565,2023-11-30,2024-11-30,test,time_train
08283611,2023-11-30,2024-11-30,test,time_train
08283730,2023-11-30,2024-11-30,train,time_train
08283828,2023-12-30,2024-12-31,test,time_train
08283958,2023-11-30,2024-11-30,train,time_train
08284314,2023-10-31,2024-10-31,train,time_train
08284708,2023-11-29,2024-11-29,train,time_train
08284785,2023-11-30,2024-11-30,train,time_train
08285189,2023-11-30,2024-11-30,train,time_train
08285306,2023-11-30,2024-11-30,test,time_train
08285306,2024-11-30,2025-11-30,test,time_train
08285315,2024-12-31,2025-12-31,test,time_test
08286007,2023-11-30,2024-11-30,train,time_train
08286154,2024-03-31,2025-03-31,train,time_train
08286258,2023-11-30,2024-11-30,train,time_train
08286549,2023-11-30,2024-11-30,test,time_train
08286660,2024-11-30,2025-11-30,train,time_test
08286721,2024-07-31,2025-07-31,train,time_train
08286965,2024-01-31,2025-01-31,train,time_train
08287159,2023-11-30,2024-11-30,train,time_train
08287182,2023-11-30,2024-11-30,train,time_train
08288013,2023-11-30,2024-11-30,train,time_train
08288018,2023-12-31,2024-12-31,test,time_train
08288087,2024-04-30,2025-04-30,train,time_train
08288337,2023-12-31,2024-12-31,train,time_train
08288337,2024-12-31,2025-12-31,train,time_train
08288380,2024-03-31,2025-03-31,train,time_train
08288549,2024-03-31,2025-03-31,train,time_train
08288775,2023-11-30,2024-11-30,train,time_train
08288896,2023-11-30,2024-11-30,train,time_train
08288896,2024-11-30,2025-11-30,train,time_train
08289457,2024-11-30,2025-11-30,train,time_train
08289521,2023-11-29,2024-11-29,train,time_train
08289651,2023-11-30,2024-11-30,train,time_train
08289651,2024-11-30,2025-11-30,train,time_train
08289670,2024-03-31,2025-03-31,train,time_train
08289965,2024-02-29,2025-02-28,train,time_train
08289980,2024-06-30,2025-06-30,train,time_train
08291169,2023-11-30,2024-11-30,train,time_train
08291438,2024-03-31,2025-03-31,test,time_train
08291458,2023-11-30,2024-11-30,train,time_train
08291839,2024-05-31,2025-05-31,train,time_train
08292208,2023-12-31,2024-12-31,test,time_train
08292283,2023-11-30,2024-11-30,train,time_train
08292332,2024-03-31,2025-03-31,train,time_train
08292628,2023-11-30,2024-11-30,train,time_train
08292645,2024-08-31,2025-08-31,train,time_train
08292721,2024-05-31,2025-05-31,train,time_train
08292849,2023-11-30,2024-11-30,train,time_train
08292849,2024-11-30,2025-11-30,train,time_train
08293246,2024-11-30,2025-11-30,test,time_test
08293268,2023-11-30,2024-11-30,train,time_train
08293268,2024-11-30,2025-11-30,train,time_train
08293500,2023-10-31,2024-10-31,test,time_train
08293700,2023-09-30,2024-09-30,train,time_train
08293700,2024-09-30,2025-09-30,train,time_train
08294069,2023-11-30,2024-11-30,test,time_train
08294210,2023-12-31,2024-12-31,train,time_train
08294221,2024-09-30,2025-09-30,train,time_test
08294776,2024-03-31,2025-03-31,train,time_train
08294905,2023-11-30,2024-11-30,train,time_train
08294905,2024-11-30,2025-11-30,train,time_train
08295189,2024-03-31,2025-03-31,train,time_train
08295250,2023-11-30,2024-11-30,train,time_train
08295275,2023-11-30,2024-11-30,train,time_train
08295320,2024-10-31,2025-10-31,test,time_train
08295708,2024-03-31,2025-03-31,train,time_train
08295865,2023-11-30,2024-11-30,train,time_train
08295865,2024-11-30,2025-11-30,train,time_train
08296044,2024-03-31,2025-03-31,train,time_train
08296123,2023-11-30,2024-11-30,train,time_train
08296288,2023-11-30,2024-11-30,test,time_train
08296307,2023-11-30,2024-11-30,test,time_train
08296337,2024-11-30,2025-11-30,train,time_train
08296472,2024-03-31,2025-03-31,train,time_train
08296830,2023-12-31,2024-12-31,test,time_train
08296844,2024-03-31,2025-03-31,test,time_train
08297209,2023-11-30,2024-11-30,train,time_train
08297894,2023-12-31,2024-12-31,train,time_train
08298061,2023-11-30,2024-11-30,train,time_train
08298089,2023-11-30,2024-11-30,train,time_train
08298090,2024-03-31,2025-03-31,test,time_train
08298191,2023-11-30,2024-11-30,test,time_train
08298344,2023-11-30,2024-11-30,train,time_train
08298419,2023-12-31,2024-12-31,train,time_train
08298449,2024-11-30,2025-11-30,train,time_train
08298679,2023-11-30,2024-11-30,test,time_train
08298747,2023-11-30,2024-11-30,train,time_train
08299248,2024-03-31,2025-03-31,train,time_train
08299416,2024-03-31,2025-03-31,train,time_train
08299897,2023-11-30,2024-11-30,train,time_train
08300000,2024-01-31,2025-01-31,train,time_train
08300000,2025-01-31,2026-01-31,train,time_train
08300122,2023-11-30,2024-11-30,train,time_train
08300299,2023-11-30,2024-11-30,train,time_train
08300316,2024-10-31,2025-10-31,test,time_train
08300318,2023-11-30,2024-11-30,train,time_train
08300533,2023-12-31,2024-12-31,train,time_train
08300533,2024-12-31,2025-12-31,train,time_train
08300577,2023-11-30,2024-11-30,train,time_train
08300680,2024-03-31,2025-03-31,train,time_train
08300900,2023-11-30,2024-11-30,train,time_train
08301101,2023-11-30,2024-11-30,train,time_train
08301471,2023-11-30,2024-11-30,train,time_train
08301480,2023-12-31,2024-12-31,train,time_train
08301893,2023-11-30,2024-11-30,test,time_train
08301967,2023-12-31,2024-12-31,train,time_train
08302319,2023-11-30,2024-11-30,test,time_train
08302458,2024-03-31,2025-03-31,train,time_train
08302502,2023-12-31,2024-12-31,train,time_train
08302852,2024-03-31,2025-03-31,train,time_train
08303075,2024-07-31,2025-07-31,test,time_train
08303684,2024-03-31,2025-03-31,test,time_train
08303684,2025-03-31,2026-03-31,test,time_train
08303784,2024-06-30,2025-06-30,train,time_train
08303794,2024-05-31,2025-05-31,test,time_test
08303954,2023-11-30,2024-11-30,test,time_train
08303954,2024-11-30,2025-11-30,test,time_train
08304131,2025-01-31,2026-01-31,test,time_test
08304156,2023-11-30,2024-11-30,test,time_train
08304274,2024-11-30,2025-11-30,train,time_test
08304632,2023-11-30,2024-11-30,train,time_train
08304877,2023-11-30,2025-05-31,train,time_train
08305020,2024-03-31,2025-03-31,test,time_train
08305046,2023-11-30,2024-11-30,test,time_train
08305333,2023-11-30,2024-11-30,train,time_train
08305504,2023-12-31,2024-12-31,train,time_train
08305510,2023-11-30,2024-11-30,train,time_train
08305510,2024-11-30,2025-11-30,train,time_train
08305730,2023-11-30,2024-11-30,train,time_train
08305730,2024-11-30,2025-11-30,train,time_train
08305800,2024-03-31,2025-03-31,train,time_train
08305910,2024-11-30,2025-11-30,train,time_train
08306235,2023-11-30,2024-11-30,train,time_train
08306634,2023-11-30,2024-11-30,train,time_train
08306634,2024-11-30,2025-11-30,train,time_train
08306978,2024-03-31,2025-03-31,test,time_train
08306992,2023-11-30,2024-11-30,train,time_train
08307168,2023-11-30,2024-11-30,test,time_train
08307247,2023-10-31,2024-10-31,train,time_train
08307247,2024-10-31,2025-10-31,train,time_train
08307249,2024-03-31,2025-03-31,test,time_train
08307958,2023-11-30,2024-11-30,train,time_train
08308112,2023-11-30,2024-11-30,test,time_train
08308228,2024-03-31,2025-03-31,train,time_train
08309347,2025-01-31,2026-01-31,train,time_train
08309358,2023-12-31,2024-12-31,train,time_train
08309487,2023-12-31,2024-12-31,train,time_train
08309775,2023-11-30,2024-11-30,train,time_train
08309935,2023-11-30,2024-11-30,train,time_train
08309943,2024-04-30,2025-04-29,train,time_train
08310037,2024-03-31,2025-03-31,test,time_train
08310676,2024-01-31,2025-01-31,train,time_train
08310683,2024-03-31,2025-03-31,train,time_train
08310828,2024-11-30,2025-11-30,train,time_test
08311046,2024-03-31,2025-03-31,test,time_train
08311244,2023-12-31,2024-12-31,test,time_train
08311405,2024-09-30,2025-09-30,train,time_train
08311482,2024-03-31,2025-03-31,train,time_train
08311679,2024-03-31,2025-03-31,train,time_train
08312000,2024-05-31,2025-05-31,train,time_train
08312176,2023-11-30,2024-11-30,train,time_train
08312891,2023-11-30,2024-11-30,train,time_train
08312891,2024-11-30,2025-11-30,train,time_train
08312959,2024-03-31,2025-03-30,train,time_train
08313002,2023-11-30,2024-11-30,train,time_train
08313077,2024-11-30,2025-11-30,train,time_train
08313176,2024-11-30,2025-11-30,train,time_train
08313230,2023-11-30,2024-11-30,test,time_train
08313416,2023-12-31,2024-12-31,train,time_train
08313432,2024-11-30,2025-11-30,train,time_train
08313452,2024-03-31,2025-03-31,train,time_train
08313463,2023-12-31,2024-12-31,test,time_train
08313463,2024-12-31,2025-12-31,test,time_train
08313546,2023-11-30,2024-11-30,train,time_train
08313546,2024-11-30,2025-11-30,train,time_train
08313720,2023-11-30,2024-11-30,test,time_train
08313995,2023-11-30,2024-11-30,train,time_train
08313995,2024-11-30,2025-11-30,train,time_train
08314032,2023-12-31,2024-12-31,train,time_train
08314300,2023-11-30,2024-11-30,train,time_train
08314884,2024-03-28,2025-03-27,train,time_train
08315470,2024-01-31,2025-01-31,train,time_train
08315563,2024-12-31,2025-12-31,test,time_train
08315914,2024-12-31,2025-12-31,train,time_train
08316265,2024-12-31,2025-12-31,train,time_test
08316341,2024-03-31,2025-03-31,train,time_train
08316403,2024-12-31,2025-12-31,test,time_train
08316433,2023-12-31,2024-12-31,train,time_train
08316913,2023-12-31,2024-12-31,train,time_train
08317245,2023-12-31,2024-12-31,train,time_train
08317474,2024-05-31,2025-05-31,test,time_test
08317474,2025-05-31,2026-05-31,test,time_test
08318489,2023-12-31,2024-12-31,train,time_train
08318489,2024-12-31,2025-12-31,train,time_train
08318660,2023-12-31,2024-12-31,train,time_train
08318753,2023-12-31,2024-12-31,test,time_train
08318870,2024-03-31,2025-03-31,train,time_train
08319033,2024-03-31,2025-03-31,train,time_train
08319072,2023-12-31,2025-03-31,train,time_train
08319360,2023-12-30,2024-12-30,test,time_train
08319441,2023-12-31,2024-12-31,test,time_train
08319534,2023-12-31,2024-12-31,test,time_train
08319534,2024-12-31,2025-12-31,test,time_train
08319735,2023-12-31,2024-12-31,train,time_train
08320617,2024-03-31,2025-03-31,train,time_train
08320668,2023-12-31,2024-12-31,train,time_train
08320970,2023-12-31,2024-12-31,train,time_train
08321588,2023-12-31,2024-12-31,train,time_train
08322547,2024-12-31,2025-12-31,train,time_test
08322608,2024-12-31,2025-12-31,train,time_train
08322623,2025-03-31,2026-03-31,test,time_test
08322839,2024-01-31,2025-01-31,train,time_train
08323085,2023-12-31,2024-12-31,train,time_train
08323255,2023-12-31,2024-12-31,train,time_train
08323435,2023-12-31,2024-12-31,train,time_train
08324091,2024-04-05,2025-04-05,train,time_train
08324104,2023-12-31,2024-12-31,train,time_train
08324104,2024-12-31,2025-12-31,train,time_train
08324112,2024-12-31,2025-12-31,train,time_train
08324213,2023-12-31,2024-12-31,train,time_train
08324345,2023-12-31,2024-12-31,train,time_train
08324419,2024-06-30,2025-06-30,train,time_train
08324437,2024-12-31,2025-12-31,train,time_train
08324642,2023-12-31,2024-12-31,train,time_train
08324857,2023-12-31,2024-12-31,train,time_train
08325203,2024-03-31,2025-03-31,train,time_train
08325458,2023-12-31,2024-12-31,train,time_train
08325556,2023-12-31,2024-12-31,train,time_train
08325685,2023-12-31,2024-12-31,train,time_train
08325986,2023-12-31,2024-12-31,train,time_train
08326757,2023-12-31,2024-12-31,train,time_train
08327322,2023-12-31,2024-12-31,train,time_train
08327411,2023-12-31,2024-12-31,train,time_train
08327480,2023-12-31,2024-12-31,train,time_train
08327626,2023-12-31,2024-12-31,test,time_train
08327633,2023-12-31,2024-12-31,train,time_train
08327712,2024-03-31,2025-03-31,train,time_train
08328088,2024-04-29,2025-04-28,train,time_train
08328355,2023-12-31,2024-12-31,train,time_train
08328621,2023-12-31,2024-12-31,test,time_train
08328751,2023-12-31,2024-12-31,test,time_train
08328751,2024-12-31,2025-12-31,test,time_train
08328983,2024-03-31,2025-03-31,train,time_train
08329094,2024-03-31,2025-03-31,test,time_train
08329348,2023-12-31,2024-12-31,train,time_train
08329620,2023-12-31,2024-12-31,train,time_train
08329681,2023-12-31,2024-12-31,train,time_train
08329886,2023-12-31,2024-12-31,train,time_train
08330025,2023-12-31,2024-12-31,train,time_train
08330025,2024-12-31,2025-12-31,train,time_train
08330499,2025-03-31,2026-03-31,train,time_test
