CompanyNumber,CompanyName,primary_sector_x,priority_calibrated,priority_queue_percentile,primary_dimension_calibrated,cluster_name_auto,calibration_status,forward_deepen_score,forward_deepen_reference_percentile,forward_deepen_status,forward_relative_grow_score,forward_relative_grow_reference_percentile,forward_relative_grow_tail_signal,forward_relative_grow_status,forward_defend_score,forward_defend_reference_percentile,forward_defend_status,final_news_score,sentiment_direction,company_hiring_score,Primary_Action_Category,Business_Scenario,Explanation_Text
5997917,SAX PROPERTIES LIMITED,Real Estate,69.03529311,33.92155178,Defend,High equity + High net assets,THREE_WAY_COMPLETE,35.74995399,0.89737174,Complete,18.7014688,0.19029624,0.0,Complete,0.0,0.45223406,Complete,,neutral,14.5,Opportunity without Pressure,Current Priority [50-100%] | Deepen [5-15%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
13238825,KINGSTON GRANGE MANAGEMENT COMPANY LIMITED,Real Estate,,,,Low employee scale + Low creditor scale,PARTIAL_DIMENSION_ONLY,53.05433379,0.96213256,Complete,1.76817289,0.01846377,0.0,Complete,0.0,0.62415145,Partial,,neutral,20.6,Opportunity without Pressure,Deepen [Top 5%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [Top 5% Tier]; Relative Grow requirement is in the [50%-100% Tier]. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
11846820,AEGIS COMMERCE LTD,Fast growth & emerging sector,,,,High equity + High net assets,PARTIAL_DIMENSION_ONLY,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,19.76366734,0.74572641,Complete,,neutral,52.4,Opportunity with Pressure,Grow [25-50%] | Risk [25-50%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14860444,ICOB D&B LTD,"Public sector, education & charities",,,,Low net assets + Low equity + elevated negative-equity rate,INSUFFICIENT_EVIDENCE,,,Insufficient,,,,Insufficient,,,Insufficient,,neutral,51.6,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
12240559,HADO THERAPEUTICS LTD,"Technology, legal & professional",,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,25.0,0.84090257,Partial,,neutral,53.3,Opportunity without Pressure,Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation). Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
7712461,STONECROSS SURGICAL LIMITED,Healthcare,,,,High equity + High net assets,PARTIAL_DIMENSION_ONLY,7.80462483,0.54285208,Complete,84.51492188,0.84003289,47.57460941,Complete,0.0,0.45223406,Complete,,neutral,34.4,Opportunity without Pressure,Deepen [25-50%] | Grow [15-25%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [15%-25% Tier]; no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
10824661,LANSDOWN PROPERTIES AND DEVELOPMENTS LIMITED,Real Estate,,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,14.4,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
10621409,FARINS FAMILY LIMITED,Real Estate,78.98202049,49.30079694,Defend,Low net assets + Low equity + elevated negative-equity rate,THREE_WAY_COMPLETE,24.73528785,0.79521633,Complete,70.28346899,0.69351712,0.0,Complete,0.0,0.45223406,Complete,,neutral,17.9,Opportunity without Pressure,Current Priority [50-100%] | Deepen [15-25%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'Low net assets + Low equity + elevated negative-equity rate' profile. [Future Forward Signals] Deepen expansion momentum is in the [15%-25% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
9431559,TECH COLLECTIVE LIMITED,"Technology, legal & professional",80.50071961,52.14164501,Deepen,High equity + High net assets,THREE_WAY_COMPLETE,7.16547171,0.53510915,Complete,71.15352231,0.70248468,0.0,Complete,0.0,0.62415145,Partial,,neutral,44.1,Opportunity without Pressure,Current Priority [25-50%] | Deepen [25-50%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Deepen dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation). Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
SC216395,TAIN INVESTMENTS LIMITED,Real Estate,78.78224819,48.92595536,Deepen,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,0.0,0.45223406,Complete,,neutral,15.2,Opportunity without Pressure,Current Priority [50-100%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Deepen dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14608346,DUTCH BROTHERS PROPERTY LTD,Real Estate,,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,21.70731489,0.76320041,Complete,94.54392366,0.94347307,72.7196183,Complete,27.45178419,0.81673675,Complete,,neutral,20.6,Opportunity with Pressure,Deepen [15-25%] | Grow [5-15%] | Risk [15-25%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [15%-25% Tier]; Relative Grow requirement is in the [5%-15% Tier]; Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
NI067980,CASTLEROE MANAGEMENT COMPANY LIMITED,Real Estate,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,15.2,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
11203480,M S PROPERTY PARTNERS LIMITED,Real Estate,,,,,PARTIAL_DIMENSION_ONLY,,,Insufficient,,,,Insufficient,0.0,0.62415145,Partial,,neutral,17.0,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
15037272,TRICKY TREADS LTD,Wholesale & Retail,95.78222671,88.11569609,Grow,Low employee scale + Low creditor scale,THREE_WAY_COMPLETE,47.71581434,0.94629206,Complete,8.21592291,0.08415405,0.0,Complete,1.17829014,0.47337604,Complete,,neutral,37.7,Opportunity without Pressure,Current Priority [5-15%] | Deepen [5-15%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [5%-15% Tier], primarily driven by the Grow dimension, corresponding to the 'Low employee scale + Low creditor scale' profile. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
9636783,CHARLES LYNDON LIMITED,"Technology, legal & professional",96.52331751,90.15208472,Deepen,High equity + High net assets,THREE_WAY_COMPLETE,11.1507963,0.59114193,Complete,72.52315464,0.71646467,0.0,Complete,0.0,0.45223406,Complete,15.588837185199765,negative,49.3,Opportunity without Pressure,Current Priority [5-15%] | Deepen [25-50%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [5%-15% Tier], primarily driven by the Deepen dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
12459240,VB & B INVESTMENTS LIMITED,Fast growth & emerging sector,99.55641956,98.80781045,Deepen,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,19.31931923,0.73888801,Complete,73.18925999,0.72335676,0.0,Complete,0.0,0.45223406,Complete,,neutral,60.2,Opportunity without Pressure,Current Priority [Top 5%] | Deepen [25-50%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [Top 5% Tier], primarily driven by the Deepen dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
12101933,UNICY LTD,"Public sector, education & charities",41.50215883,6.980216098,Defend,High equity + High net assets,THREE_WAY_COMPLETE,9.10229051,0.56736149,Complete,80.73907756,0.80136276,28.69538778,Complete,0.0,0.45223406,Complete,,neutral,64.3,Opportunity without Pressure,Current Priority [50-100%] | Deepen [25-50%] | Grow [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [15%-25% Tier]; no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11903895,MILLION WIDE LTD,Wholesale & Retail,,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,37.9,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
10004268,WATERFALL ASSET MANAGEMENT HOLDINGS (UK) LIMITED,"Technology, legal & professional",,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,42.4,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
13936480,JADERBERG CONSULTING LTD,"Technology, legal & professional",,,,,PARTIAL_DIMENSION_ONLY,0.0,0.45513831,Complete,74.20712882,0.73389071,0.0,Complete,1.98529149,0.64327374,Partial,,neutral,56.4,Opportunity without Pressure,Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation). Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
12122575,HELLSTROM IT LTD,Fast growth & emerging sector,,,,High equity + High net assets,PARTIAL_DIMENSION_ONLY,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,78.27876959,0.99292475,Partial,,neutral,49.6,Opportunity without Pressure,Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation). Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
1936071,MAYTREES RESIDENTS ASSOCIATION LIMITED,Real Estate,,,,Low employee scale + Low creditor scale,PARTIAL_DIMENSION_ONLY,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,0.0,0.45223406,Complete,,neutral,15.2,Opportunity without Pressure,Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
14810578,CONSULT GC LTD,"Technology, legal & professional",44.55459369,9.031641355,Defend,Low employee scale + Low creditor scale,THREE_WAY_COMPLETE,40.56190954,0.9102289,Partial,87.59846571,0.96374368,50.0,Partial,0.0,0.45223406,Complete,,neutral,53.3,No Active Forward Signal,Current Priority [50-100%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'Low employee scale + Low creditor scale' profile. [Future Forward Signals] no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
13940303,K&M MEDICAL SERVICES LTD,Healthcare,91.96077589,78.17111679,Grow,High equity + High net assets,THREE_WAY_COMPLETE,31.3914926,0.86289306,Complete,83.8637852,0.83341492,44.318926,Complete,0.0,0.45223406,Complete,,neutral,44.0,Opportunity without Pressure,Current Priority [15-25%] | Deepen [5-15%] | Grow [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [15%-25% Tier], primarily driven by the Grow dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [15%-25% Tier]; no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
8638902,FEEDEX LTD,Wholesale & Retail,51.47788542,15.0720684,Defend,High current-assets scale + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,0.0,0.45223406,Complete,,positive,40.3,Opportunity without Pressure,Current Priority [50-100%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11201908,GWELLA ASSOCIATES LTD,"Technology, legal & professional",91.12731725,76.09498851,Defend,High equity + High net assets,THREE_WAY_COMPLETE,0.0,0.72818312,Partial,62.5016372,0.6142776,0.0,Complete,36.71527869,0.88511416,Complete,,neutral,57.7,Opportunity with Pressure,Current Priority [15-25%] | Grow [25-50%] | Risk [5-15%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [15%-25% Tier], primarily driven by the Defend dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [5%-15% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
9735563,INFINITE AUTO SERVICES LTD,Wholesale & Retail,71.59903766,37.21672073,Grow,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,42.14141583,0.92552605,Complete,68.37122275,0.67399604,0.0,Complete,26.06041378,0.80402405,Complete,,neutral,40.1,Opportunity with Pressure,Current Priority [50-100%] | Deepen [5-15%] | Grow [25-50%] | Risk [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Grow dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
10145265,PLINTH MEDICAL LIMITED,Manufacturing,79.07224024,49.45653341,Deepen,High current-assets scale + High net assets,THREE_WAY_COMPLETE,21.4730209,0.76099377,Complete,66.6629245,0.65658959,0.0,Complete,0.0,0.45223406,Complete,,neutral,25.7,Opportunity without Pressure,Current Priority [50-100%] | Deepen [15-25%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Deepen dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [15%-25% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
10480982,ADVANCED ELECTRIC MACHINES RESEARCH LIMITED,"Technology, legal & professional",,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,,,Insufficient,,,,Insufficient,56.60541234,0.96959556,Partial,,neutral,48.5,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
11779436,BRAINCHILD VENTURES LTD.,Fast growth & emerging sector,,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,33.5353821,0.88233903,Complete,16.11750398,0.16403971,0.0,Complete,0.0,0.45223406,Complete,,neutral,52.4,Opportunity without Pressure,Deepen [5-15%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
12657387,HMN MEDICAL LTD,Healthcare,,,,,PARTIAL_DIMENSION_ONLY,,,Insufficient,,,,Insufficient,0.0,0.45223406,Complete,,neutral,46.5,No Active Forward Signal,No Strong Forward Signal,[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
8383172,JAMCOR LIMITED,"Technology, legal & professional",56.80514682,20.9503147,Deepen,High equity + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,44.36810702,0.92875388,Complete,,neutral,41.7,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [5-15%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Deepen dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [5%-15% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
8324213,TECHFINITY LTD,Fast growth & emerging sector,49.05698881,12.66620841,Defend,High equity + High net assets,THREE_WAY_COMPLETE,21.7809972,0.76390969,Complete,2.66255029,0.02762712,0.0,Complete,0.0,0.62415145,Partial,,neutral,41.1,Opportunity without Pressure,Current Priority [50-100%] | Deepen [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [15%-25% Tier]; Relative Grow requirement is in the [50%-100% Tier]. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11193564,EMERALD PRODUCE HOLDINGS LIMITED,Wholesale & Retail,86.94713552,65.99682083,Deepen,High current-assets scale + High net assets,THREE_WAY_COMPLETE,7.90835522,0.54423122,Complete,89.31799046,0.88947193,50.0,Complete,0.0,0.45223406,Complete,,neutral,33.0,Opportunity without Pressure,Current Priority [25-50%] | Deepen [25-50%] | Grow [5-15%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Deepen dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [5%-15% Tier]; no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14989193,TOMTTI LIMITED,"Technology, legal & professional",,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,42.66519584,0.92771298,Complete,5.71428571,0.05852407,0.0,Complete,43.68954106,0.92519747,Complete,,neutral,62.7,Opportunity with Pressure,Deepen [5-15%] | Risk [5-15%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [50%-100% Tier]; Defend pressure is in the [5%-15% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11975626,INTERNATIONAL JUNIOR MISS UK LTD,"Technology, legal & professional",,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,,,Insufficient,,,,Insufficient,17.30572336,0.71990804,Complete,,neutral,49.0,Pressure Only,Risk [25-50%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
15354880,KRYSTALS EXPRESS LYMINGTON LTD,Wholesale & Retail,95.16787318,86.4509269,Grow,Low net assets + Low equity + elevated negative-equity rate,THREE_WAY_COMPLETE,58.81859977,0.97393412,Complete,83.97792123,0.83455055,44.88960614,Complete,0.0,0.45223406,Complete,,neutral,37.7,Opportunity without Pressure,Current Priority [5-15%] | Deepen [Top 5%] | Grow [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [5%-15% Tier], primarily driven by the Grow dimension, corresponding to the 'Low net assets + Low equity + elevated negative-equity rate' profile. [Future Forward Signals] Deepen expansion momentum is in the [Top 5% Tier]; Relative Grow requirement is in the [15%-25% Tier]; no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11256304,BRAMBLES BELTON LIMITED,Real Estate,70.64206388,35.92679312,Defend,Low employee scale + Low creditor scale,THREE_WAY_COMPLETE,19.68757828,0.74288754,Complete,84.41575451,0.83903432,47.07877257,Complete,0.0,0.45223406,Complete,,neutral,16.9,Opportunity without Pressure,Current Priority [50-100%] | Deepen [25-50%] | Grow [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'Low employee scale + Low creditor scale' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [15%-25% Tier]; no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
12840327,ARTILIGENCE TECHNOLOGY LIMITED,Fast growth & emerging sector,38.07380835,4.982493072,Defend,Low employee scale + Low creditor scale,THREE_WAY_COMPLETE,13.34208845,0.62341398,Complete,79.25156703,0.78612966,21.25783516,Complete,4.80064746,0.53882579,Complete,,neutral,70.9,Opportunity with Pressure,Current Priority [50-100%] | Deepen [25-50%] | Grow [15-25%] | Risk [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'Low employee scale + Low creditor scale' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [15%-25% Tier]; Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
15198447,VGR LTD,Wholesale & Retail,,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,24.9,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
4606234,SANDS ROAD FRAMING SHOP LIMITED,Wholesale & Retail,75.60737224,43.35810796,Grow,High equity + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,17.65512532,0.72442724,Complete,,neutral,34.1,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Grow dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
15379610,SECURE GATES BROMSGROVE LTD,Manufacturing,,,,High fixed-assets scale + High creditor scale + working-capital pressure,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,40.9,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
NI031543,WILPLAS UPVC LIMITED,Wholesale & Retail,97.50284622,92.85867721,Deepen,High current-assets scale + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,2.9858665,0.50495147,Complete,,neutral,40.3,Opportunity with Pressure,Current Priority [5-15%] | Grow [25-50%] | Risk [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [5%-15% Tier], primarily driven by the Deepen dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
