CompanyNumber,CompanyName,primary_sector_x,priority_calibrated,priority_queue_percentile,primary_dimension_calibrated,cluster_name_auto,calibration_status,forward_deepen_score,forward_deepen_reference_percentile,forward_deepen_status,forward_relative_grow_score,forward_relative_grow_reference_percentile,forward_relative_grow_tail_signal,forward_relative_grow_status,forward_defend_score,forward_defend_reference_percentile,forward_defend_status,final_news_score,sentiment_direction,company_hiring_score,Primary_Action_Category,Business_Scenario,Explanation_Text
14374146,SPECIALIST WHOLESALE SUPPLIES LTD,Wholesale & Retail,55.06089833,18.97299852,Grow,High equity + High net assets,THREE_WAY_COMPLETE,20.30412909,0.74950745,Complete,22.93198615,0.23343058,0.0,Complete,0.0,0.45223406,Complete,,neutral,51.2,Opportunity without Pressure,Current Priority [50-100%] | Deepen [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Grow dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11494996,BALLOONS & PARTY AT SPARKLES LIMITED,Wholesale & Retail,74.91139132,42.20673211,Defend,Low net assets + Low equity + elevated negative-equity rate,THREE_WAY_COMPLETE,10.77264239,0.58663015,Complete,19.57713537,0.1991659,0.0,Complete,2.17337088,0.49088301,Complete,,neutral,40.1,Opportunity without Pressure,Current Priority [50-100%] | Deepen [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'Low net assets + Low equity + elevated negative-equity rate' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
1013805,DYNASURF(U.K.)LIMITED,Manufacturing,86.16308294,64.12690911,Deepen,High current-assets scale + High net assets,THREE_WAY_COMPLETE,10.51524334,0.58328079,Complete,9.76330807,0.09964169,0.0,Complete,0.0,0.45223406,Complete,,neutral,46.9,Opportunity without Pressure,Current Priority [25-50%] | Deepen [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Deepen dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
4191211,UNIQUE MEDIA LIMITED,Fast growth & emerging sector,97.53936374,92.96178549,Deepen,High current-assets scale + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,0.0,0.45223406,Complete,,neutral,44.8,Opportunity without Pressure,Current Priority [5-15%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [5%-15% Tier], primarily driven by the Deepen dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
SC140085,ALBATEL LIMITED,"Technology, legal & professional",62.84557386,26.78989539,Deepen,High equity + High net assets,THREE_WAY_COMPLETE,16.75756983,0.68413587,Complete,5.08560202,0.05233685,0.0,Complete,0.0,0.45223406,Complete,13.881177900773476,positive,56.1,Opportunity without Pressure,Current Priority [50-100%] | Deepen [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Deepen dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
6772165,HSH LTD,"Technology, legal & professional",91.35071854,76.64704745,Defend,Low net assets + Low equity + elevated negative-equity rate,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,33.08379491,0.86010139,Complete,,neutral,38.4,Opportunity with Pressure,Current Priority [15-25%] | Grow [25-50%] | Risk [5-15%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [15%-25% Tier], primarily driven by the Defend dimension, corresponding to the 'Low net assets + Low equity + elevated negative-equity rate' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [5%-15% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14109493,BRIDGE THERAPY UK (HYPNOTHERAPY) LTD,Healthcare,,,,Low employee scale + Low creditor scale,PARTIAL_DIMENSION_ONLY,30.32592106,0.85367247,Complete,64.8217794,0.63802792,0.0,Complete,0.0,0.45223406,Complete,,neutral,51.7,Opportunity without Pressure,Deepen [5-15%] | Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
SC707485,GREYONE SUPPLIES LIMITED,Wholesale & Retail,,,,High fixed-assets scale + High creditor scale + working-capital pressure,PARTIAL_DIMENSION_ONLY,,,,,,,,,,,,neutral,51.2,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
1316173,WILPBOND LIMITED,Manufacturing,78.34188989,48.1064593,Grow,High current-assets scale + High net assets,THREE_WAY_COMPLETE,3.97525677,0.49929072,Complete,67.62840303,0.66645782,0.0,Complete,21.69117647,0.76472669,Complete,,neutral,49.7,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Grow dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14534042,REPLENISH AUDIO LTD,"Technology, legal & professional",,,,Low employee scale + Low creditor scale,PARTIAL_DIMENSION_ONLY,18.20446981,0.80686695,Partial,12.10590327,0.07124789,0.0,Partial,9.59929419,0.62121272,Complete,,neutral,43.9,Pressure Only,Risk [25-50%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
3953673,LIBRARY COURT MANAGEMENT COMPANY LIMITED,Real Estate,,,,High equity + High net assets,PARTIAL_DIMENSION_ONLY,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,0.0,0.45223406,Complete,,neutral,16.1,Opportunity without Pressure,Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
15452618,APAKUS CONSULTING SERVICES LTD,"Technology, legal & professional",,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,37.0,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
10233047,PERSONA BUSINESS SOLUTIONS LTD,"Technology, legal & professional",75.13694069,42.56653707,Defend,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,12.70391436,0.66445946,Complete,,neutral,46.3,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
4637252,COMMUNITY ACTION EAST SUSSEX,"Public sector, education & charities",,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,40.6,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
14813517,G&A PROPERTY LETTING LTD,Real Estate,,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,,,Insufficient,,,,Insufficient,25.25911104,0.79773647,Complete,,neutral,17.5,Pressure Only,Risk [15-25%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14316117,PROXIMIX SUPPLIES LTD,Wholesale & Retail,,,,High current-assets scale + High net assets,PARTIAL_DIMENSION_ONLY,32.87759689,0.87749232,Complete,68.26831322,0.67293873,0.0,Complete,0.0,0.45223406,Complete,,neutral,51.2,Opportunity without Pressure,Deepen [5-15%] | Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
14555595,AUSTRIAN GERMAN INTERPRETER LTD,"Technology, legal & professional",,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,6.75291827,0.53018362,Complete,92.31172233,0.92029056,61.55861166,Complete,5.44233207,0.54855189,Complete,,neutral,66.3,Opportunity with Pressure,Deepen [25-50%] | Grow [5-15%] | Risk [25-50%],"[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [5%-15% Tier]; Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
15662403,JC MOTOR REPAIRS LTD,Wholesale & Retail,,,,High fixed-assets scale + High creditor scale + working-capital pressure,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,32.1,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
10800989,WINE VILLE LIMITED,Wholesale & Retail,79.16675617,49.62623247,Deepen,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,4.65189536,0.5364483,Complete,,neutral,37.9,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Deepen dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14731819,EVIE ROSE LTD,Manufacturing,,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,48.30403554,0.94790764,Complete,4.78809992,0.0493803,0.0,Complete,29.85372035,0.83634613,Complete,,neutral,55.5,Opportunity with Pressure,Deepen [5-15%] | Risk [15-25%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [50%-100% Tier]; Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
15337636,VESTCAP LTD,Real Estate,,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,11.8,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
9715134,HIGHSTONE KUSTOM CAMPERS LIMITED,Wholesale & Retail,,,,High equity + High net assets,PARTIAL_DIMENSION_ONLY,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,2.00414364,0.48789641,Complete,,neutral,34.1,Opportunity without Pressure,Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
12187263,TEAM ALLY LTD,Fast growth & emerging sector,84.94082014,61.43857539,Grow,High equity + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,25.6916638,0.80113569,Complete,,positive,70.9,Opportunity with Pressure,Current Priority [25-50%] | Grow [25-50%] | Risk [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Grow dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
3716938,ACORN LUXURY CARE LIMITED,Healthcare,93.87042725,83.01183597,Deepen,High current-assets scale + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,75.31293853,0.74542322,1.56469267,Complete,0.0,0.45223406,Complete,,neutral,34.6,Opportunity without Pressure,Current Priority [15-25%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [15%-25% Tier], primarily driven by the Deepen dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
12621440,DOLAN PROPERTY INVESTMENTS LTD,Real Estate,,,,High equity + High net assets,PARTIAL_DIMENSION_ONLY,,,Insufficient,,,,Insufficient,0.0,0.45223406,Complete,,neutral,17.5,No Active Forward Signal,No Strong Forward Signal,[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] no strong Defend signal was detected. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
14709689,FRIENDLYICARE LTD,Healthcare,,,,Low employee scale + Low creditor scale,PARTIAL_DIMENSION_ONLY,45.37372773,0.93856884,Complete,80.95238095,0.80351654,29.76190476,Complete,0.0,0.45223406,Complete,,neutral,44.0,Opportunity without Pressure,Deepen [5-15%] | Grow [15-25%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [15%-25% Tier]; no strong Defend signal was detected. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
7006671,GPF AUTOMATION & SERVICES LTD,Manufacturing,84.51979464,60.44615814,Defend,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,77.79960707,0.77109236,13.99803536,Complete,0.0,0.62415145,Partial,,neutral,54.1,Opportunity without Pressure,Current Priority [25-50%] | Grow [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Defend dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [15%-25% Tier]. Additionally, a potential funding-need signal was captured; verification is recommended. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
13396190,EDITFIELD LIMITED,"Technology, legal & professional",,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,31.3,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
9962718,KDF LIMITED,Fast growth & emerging sector,34.50798015,3.306983438,Defend,Low employee scale + Low creditor scale,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,33.18300574,0.86069085,Complete,15.459908198425746,positive,55.5,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [5-15%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'Low employee scale + Low creditor scale' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [5%-15% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
4358832,THE NET4BUSINESS LIMITED,Fast growth & emerging sector,74.28414925,41.24546216,Defend,Low employee scale + Low creditor scale,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,30.15184905,0.83844854,Complete,,neutral,47.1,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'Low employee scale + Low creditor scale' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
3377997,NUMBERSTANCE PROPERTY MANAGEMENT LIMITED,Real Estate,93.54821386,82.19126587,Defend,Low employee scale + Low creditor scale,THREE_WAY_COMPLETE,18.74678782,0.73295768,Complete,9.11217139,0.09302371,0.0,Complete,0.0,0.62415145,Partial,,neutral,16.1,Opportunity without Pressure,Current Priority [15-25%] | Deepen [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [15%-25% Tier], primarily driven by the Defend dimension, corresponding to the 'Low employee scale + Low creditor scale' profile. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [50%-100% Tier]. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11437640,WOLF CABIN MUSIC LIMITED,"Technology, legal & professional",89.20262926,71.32623032,Defend,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,,,Insufficient,,,,Insufficient,,,Insufficient,,neutral,46.3,Insufficient Forward Evidence,Current Priority [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Defend dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
14942546,SALISBURY CAPITAL ESTATES LTD,Real Estate,,,,High fixed-assets scale + High creditor scale + working-capital pressure,PARTIAL_DIMENSION_ONLY,,,Insufficient,,,,Insufficient,0.0,0.62415145,Partial,,neutral,11.4,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
9602207,NJL DIRECT LIMITED,Wholesale & Retail,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,24.6,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
13365196,BEVOIS RESIDENCE LIMITED,Real Estate,,,,Low employee scale + Low creditor scale,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,19.4,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. [External Validation Signals] personnel hiring contraction. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
SC229263,JR SMART LIVING LTD,Wholesale & Retail,89.3358108,71.65918416,Deepen,Low net assets + Low equity + elevated negative-equity rate,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,24.90764747,0.79451409,Complete,,neutral,36.8,Opportunity with Pressure,Current Priority [25-50%] | Grow [25-50%] | Risk [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Deepen dimension, corresponding to the 'Low net assets + Low equity + elevated negative-equity rate' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11371856,TOWER BRIDGE TRADING LTD,"Technology, legal & professional",,,,High equity + High net assets,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,27.2,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
13354153,365 CONVENIENCE LIMITED,Wholesale & Retail,72.51627178,38.46583464,Defend,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,20.38321226,0.75017732,Complete,19.62017027,0.19959666,0.0,Complete,8.89709928,0.61174205,Complete,,neutral,46.1,Opportunity with Pressure,Current Priority [50-100%] | Deepen [15-25%] | Risk [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [15%-25% Tier]; Relative Grow requirement is in the [50%-100% Tier]; Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
7057513,KAN ZHONG GUO (UK) LIMITED,"Technology, legal & professional",89.96090478,73.17788327,Deepen,High fixed-assets scale + High creditor scale + working-capital pressure,THREE_WAY_COMPLETE,24.91384247,0.7968516,Complete,21.4257648,0.21804084,0.0,Complete,0.0,0.45223406,Complete,,neutral,34.3,Opportunity without Pressure,Current Priority [25-50%] | Deepen [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Deepen dimension, corresponding to the 'High fixed-assets scale + High creditor scale + working-capital pressure' profile. [Future Forward Signals] Deepen expansion momentum is in the [15%-25% Tier]; Relative Grow requirement is in the [50%-100% Tier]; no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
15657579,SKYLARK IT SERVICES LTD,Fast growth & emerging sector,,,,Low employee scale + Low creditor scale,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,neutral,44.4,Insufficient Forward Evidence,Insufficient Forward Evidence,[Static Financial Signal] Insufficient financial evidence; unable to evaluate current status. [Future Forward Signals] Insufficient forward evidence; automatic prediction generation terminated. Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
12655780,DAVID & CO CONSULTING LIMITED,"Technology, legal & professional",,,,High equity + High net assets,PARTIAL_DIMENSION_ONLY,8.31085398,0.5486642,Complete,73.56347647,0.72721399,0.0,Complete,0.0,0.62415145,Partial,,neutral,53.3,Opportunity without Pressure,Deepen [25-50%] | Grow [25-50%],[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [25%-50% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation). Note: Results are for business screening and do not replace client due diligence or formal credit assessment.
9327426,BIG SAND TECHNOLOGIES LIMITED,"Technology, legal & professional",70.99327648,36.3714476,Grow,High equity + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,24.32894936,0.78999489,Complete,,neutral,36.3,Opportunity with Pressure,Current Priority [50-100%] | Grow [25-50%] | Risk [15-25%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Grow dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); Defend pressure is in the [15%-25% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
11607304,BVCA LTD,Manufacturing,39.48725109,5.738620497,Defend,High equity + High net assets,THREE_WAY_COMPLETE,0.0,0.72818312,Partial,62.5016372,0.85623946,0.0,Partial,0.0,0.45223406,Complete,,neutral,56.8,No Active Forward Signal,Current Priority [50-100%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [50%-100% Tier], primarily driven by the Defend dimension, corresponding to the 'High equity + High net assets' profile. [Future Forward Signals] no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
7261369,WALLSEND FLOORING LIMITED,Wholesale & Retail,86.01486478,63.81113999,Deepen,High current-assets scale + High net assets,THREE_WAY_COMPLETE,0.0,0.45513831,Complete,62.5016372,0.6142776,0.0,Complete,0.0,0.45223406,Complete,,neutral,34.1,Opportunity without Pressure,Current Priority [25-50%] | Grow [25-50%],"[Static Financial Signal] The enterprise's current financial signal priority is in the [25%-50% Tier], primarily driven by the Deepen dimension, corresponding to the 'High current-assets scale + High net assets' profile. [Future Forward Signals] Deepen expansion momentum is in the [50%-100% Tier]; Relative Grow requirement is in the [25%-50% Tier] (Reserve Observation); no strong Defend signal was detected. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
8607668,ALASTAIR MERRILL LIMITED,"Technology, legal & professional",,,,Low net assets + Low equity + elevated negative-equity rate,PARTIAL_DIMENSION_ONLY,30.78516981,0.85757349,Complete,15.69838151,0.15975173,0.0,Complete,11.87103404,0.65337761,Complete,,neutral,26.0,Opportunity with Pressure,Deepen [5-15%] | Risk [25-50%],"[Static Financial Signal] Partial financial evidence; unable to evaluate full static priority. [Future Forward Signals] Deepen expansion momentum is in the [5%-15% Tier]; Relative Grow requirement is in the [50%-100% Tier]; Defend pressure is in the [25%-50% Tier], indicating a signal for further verification. Note: Results are for business screening and do not replace client due diligence or formal credit assessment."
